m,merr,pt,p
5327.109,16.249,7737.04388071,190343.501898
5638.769,18.397,24280.0749117,397431.478326
5275.663,13.662,3537.31900699,124639.035565
5299.821,12.367,9448.53385624,131392.775219
5580.795,15.388,2525.54587781,118371.495288
5272.655,15.142,2527.95253905,118371.656635
5242.829,15.241,12492.3298824,195852.932914
5265.982,12.24,4382.66527475,116265.842107
5270.745,11.85,3926.60007579,105138.518799
5471.076,12.208,3988.17655148,107390.61022
5270.745,11.85,3926.60007579,105138.518799
5471.076,12.208,3988.17655148,107390.61022
5266.374,9.653,8708.87416176,62667.8608444
5055.168,16.422,10316.5647597,135138.711572
5385.04,16.376,10316.4585804,135138.145101
5356.575,16.275,10296.707084,134331.260942
5970.67,17.0,9937.56069132,131394.345605
5069.716,10.284,3721.80205395,38471.8584204
5072.66,10.292,3720.68799983,38472.5170524
5074.415,10.287,3719.84572246,38472.9133557
5214.431,10.242,3719.84572246,38472.9133557
5463.027,11.611,3251.98252229,67879.6828024
5289.863,14.118,6935.38799187,168023.394677
5311.73,12.644,9507.53202061,66822.9116387
5466.717,14.279,9415.30498372,93992.2694618
5377.179,12.977,3757.25965483,91206.2234146
5141.227,13.949,4152.36422343,125490.907531
5311.309,19.176,5139.41869275,233220.614856
5272.177,11.343,2957.3901351,37279.3806921
5475.129,11.995,3712.08382692,47790.0857378
5289.844,16.104,12934.6854735,153447.04092
5307.164,10.496,796.641064093,51915.3325906
5286.9,13.817,21377.5334157,133252.187533
5287.504,12.607,6508.78144375,96171.8056791
5581.645,12.896,6112.3442511,92911.5035875
5729.975,13.306,5821.66867062,95007.0126108
5391.882,12.758,12701.2119376,105300.637547
5149.904,18.313,2571.32284642,202055.841737
5250.976,19.944,5986.4727623,92935.8500655
5255.684,14.001,10931.7135166,199592.390868
5645.228,21.535,21519.876796,356441.03677
5269.757,19.408,14297.3479483,192678.456312
5215.888,15.225,17405.8820389,209437.226148
5295.532,12.325,2836.34959349,123187.717255
4985.225,12.886,3735.15582809,146816.480712
4741.91,11.56,3151.41621196,132659.257364
4746.639,11.546,3146.63947717,132657.394467
4639.825,11.628,3150.703191,132658.930515
4739.946,11.552,3150.703191,132658.930515
5040.789,17.971,11563.8969332,205172.510377
5319.757,21.761,1470.08024206,73722.2487417
5313.815,13.724,16870.0315839,92562.2950729
6131.985,17.532,12336.5604718,196889.14843
5291.224,10.592,3815.31144843,53703.3393433
5579.401,14.247,1657.33065503,106996.936394
5677.378,33.034,12339.1527961,163670.408691
5277.912,11.413,12368.3527615,73195.9545088
4802.008,23.852,9915.07479849,326576.868588
5254.275,25.569,10742.4524446,382789.525639
5664.601,12.354,14119.3064729,107316.759487
5276.266,22.413,19259.0071871,212254.30393
5283.914,13.18,7024.52669973,141091.653465
5378.726,13.439,6643.6752185,69412.7631876
5500.658,11.907,3936.8419238,67297.5094862
5371.821,11.676,2317.18645301,56858.7861853
5223.265,11.255,1568.07963411,50259.4577571
5479.639,11.366,8884.88197924,88733.681103
5279.428,12.575,3924.50330822,70654.8069663
5232.32,14.187,5025.44071434,110302.070796
5396.828,13.371,4005.45034544,114760.571757
5159.773,13.534,1043.17991976,84213.7113356
4966.506,13.002,360.738233765,78555.2382882
5272.621,10.412,6927.72670519,62732.0106258
5333.531,12.028,16351.5623443,115272.330999
5304.531,14.015,21342.2262447,303490.021145
5456.888,11.729,2303.14223673,58721.4237285
5302.485,20.552,7675.46311,286423.740388
4825.257,14.068,6013.02575572,221973.68811
5449.675,13.9,5793.83679415,217109.851511
4825.257,14.068,6013.02575572,221973.68811
5449.675,13.9,5793.83679415,217109.851511
5946.063,10.877,1575.02200293,49887.3191734
5334.28,10.423,976.453242762,45254.9855457
4926.841,9.552,487.033828086,33402.1908832
6090.238,12.609,669.980635616,55800.0223123
5734.923,11.051,1388.31237151,47845.7361746
5734.923,11.051,1388.31237151,47845.7361746
5480.154,10.849,6279.63208859,56106.6753728
5268.06,11.842,4190.52703225,156286.250721
5369.393,11.326,6022.83864835,91387.3520885
5303.025,12.28,197.301196144,107250.441481
5291.722,10.067,5433.30929223,64731.5482558
5272.666,18.639,5179.2958058,225749.341294
6103.62,19.206,4629.43650166,198096.021564
5050.502,18.736,4167.86993199,200210.846816
5050.502,18.736,4167.86993199,200210.846816
6010.226,13.595,14005.4070502,147909.163715
5286.092,11.471,5024.56906317,66729.3482441
5344.526,10.171,7265.13202673,51202.4070916
5389.192,11.392,6590.93264279,64272.3630448
5811.906,16.538,5602.66125346,217072.464659
5955.397,15.405,15018.7116057,292196.860831
5281.762,9.85,5763.62615031,38167.4985955
5303.671,13.958,16253.6640636,259255.7017
5284.761,13.7,5267.97804616,110787.517806
4934.445,15.805,15139.0624758,186142.784242
5289.118,13.485,7082.86054696,217493.910061
5232.421,9.693,3829.69921336,40630.9083588
5278.781,17.206,5888.26533944,178342.651712
5260.754,9.896,6028.5286422,36748.9609897
5263.052,15.31,23488.1003171,428635.0676
5204.626,13.861,13100.844016,158568.279799
5431.884,17.639,6197.57451584,174355.992821
5261.972,16.393,11604.1123644,217422.483894
5263.838,10.209,4406.45280934,44970.8928255
5313.227,12.972,6525.97365169,105321.407132
5295.172,10.903,8903.51776893,79132.6895367
5295.696,15.227,10300.8280811,162159.599314
5434.456,14.232,4310.0123935,52360.93761
5296.022,15.055,4656.50994583,123789.371563
5149.475,10.327,2691.48075839,53293.0378865
5156.163,10.325,2692.35535554,53293.2917957
5049.83,10.321,2693.00454511,53291.7665894
5049.83,10.321,2693.00454511,53291.7665894
5348.941,11.065,2789.13024587,31244.419195
5270.164,11.493,985.103227941,72495.8533012
5251.034,17.085,10143.6449176,228822.782924
5281.013,17.691,8587.72608432,249679.161319
5221.463,14.289,8183.0449138,157535.753798
5328.425,11.456,5707.92896081,44512.1694071
5277.092,13.11,3647.19546666,93247.19403
5338.043,21.11,20079.8634382,783720.797278
5246.957,14.365,8004.41174963,84863.5850941
4913.58,13.029,10438.9885841,125161.666612
5296.744,14.446,10170.6088895,182843.607348
5678.734,16.442,11192.8299837,109521.640447
5258.183,13.821,7691.25198493,62164.0255158
5263.684,14.493,10090.6448173,178125.692209
5278.231,10.84,7075.76448314,64956.1962829
5453.71,12.263,10691.5012522,66546.2281582
5255.132,12.486,11351.532453,69190.745981
4821.443,11.986,9470.09099287,61136.3868883
4821.443,11.986,9470.09099287,61136.3868883
5223.815,15.525,7731.37823098,182631.900066
5298.846,10.68,3145.64515559,42533.3609344
5427.241,11.794,7622.43694783,75208.7356494
5219.282,12.703,8755.38311041,142479.673799
5017.133,12.296,8052.80557523,130169.488176
4755.085,12.536,8052.80557523,130169.488176
5204.61,11.15,10992.333387,132497.702732
5214.808,11.15,10998.068091,132544.368727
5225.803,11.147,10997.9070157,132555.088226
5225.803,11.147,10997.9070157,132555.088226
5212.449,16.989,9090.55778202,259712.294502
5161.126,17.032,9089.78342924,259711.897626
5282.995,10.61,6184.12453594,55556.109961
5370.488,16.363,11974.8061544,177613.74344
5308.452,19.718,14660.419299,182052.501069
5233.125,18.384,3259.38794704,229466.95962
5265.536,9.801,8467.89547032,41853.0126956
5379.079,18.849,4916.36674085,128106.792701
5269.764,16.747,3606.75815575,143699.620662
5265.083,13.773,12002.9980106,87406.471773
5650.458,16.206,10620.2606189,77465.5439776
5253.087,10.887,8355.91281508,88038.1171416
5550.648,12.836,8127.85221719,87444.3068743
5425.513,12.887,8127.85221719,87444.3068743
5722.68,10.813,819.610395066,64288.8147697
5727.355,11.896,1285.08645873,88380.3933308
5280.066,18.012,17071.9724163,599000.211677
6220.547,25.925,16491.8736523,588046.074493
5239.536,10.714,2789.30860265,66314.7474488
5257.262,9.118,1553.28343177,43446.3052144
5221.081,19.473,21188.3067509,198281.618061
5328.21,14.313,17590.5738025,123073.652242
5309.957,12.092,14435.2439548,89952.561073
5435.299,11.227,4104.42666369,51301.0144819
5345.111,11.063,4866.20430135,54425.9293674
5402.398,11.297,4707.31818314,53871.3983649
5412.274,11.314,4170.45067344,51502.7893207
5412.274,11.314,4170.45067344,51502.7893207
5426.78,11.629,3291.08228426,115974.995775
5482.494,13.641,5490.29849892,121377.125979
5340.371,9.558,3404.08267447,32578.9197366
5526.049,11.646,5870.49401848,59784.3432765
5251.491,12.941,9934.6373715,169588.629573
5559.577,13.915,2325.92677067,58778.8174589
5270.204,14.444,12532.1407957,132499.970237
5386.788,10.674,6225.8600499,60204.2206978
4718.881,9.509,6217.84561803,55119.5596271
5226.148,16.112,10893.5584995,189034.664244
5216.579,16.111,10894.8165586,189037.631926
4946.442,16.178,10895.6962954,189033.110244
5213.115,16.11,10895.6962954,189033.110244
5446.493,12.132,6095.3292051,66086.0463112
5273.544,10.915,11524.670033,80881.4563145
5383.738,9.947,1724.19436285,29090.1820263
5275.405,11.354,8223.58273835,44315.5053079
5288.749,11.248,13751.4965416,65314.9377091
4976.939,16.655,21230.0992933,178076.812173
5329.016,16.434,21228.1964471,178061.801514
5317.16,10.918,4388.93272222,46568.1841953
5506.724,12.749,6269.25580083,83722.9639016
5214.427,13.727,5785.34147689,101722.290666
5289.736,19.941,15254.928363,402590.782903
5383.377,10.623,7721.42991203,52526.3488223
5283.392,12.576,6523.17890878,108284.230854
5270.886,13.388,11632.5661282,119151.911765
5288.112,14.498,5326.5762104,85966.518831
5255.996,14.757,14780.4143407,350181.254152
5261.392,21.342,12104.2670991,159241.471369
5216.845,16.0,18652.2340226,272909.138414
5272.226,12.275,1511.61163537,52766.0863222
5295.698,14.611,14313.6507525,165984.419832
5218.139,12.822,2718.25700192,56179.8198795
5212.16,12.814,2718.53022543,56186.3154981
5212.16,12.814,2718.53022543,56186.3154981
5283.335,14.708,5748.74672711,183603.980359
5289.716,11.496,5428.51585688,84371.0690846
5304.708,9.38,4050.98925582,45214.7885061
5279.18,10.479,10644.5053908,52153.112188
5153.855,12.203,1875.11290073,69165.5522989
5278.827,13.749,18024.9953725,146166.632157
5300.899,10.753,2340.84350412,67397.5432167
5216.136,13.531,4206.29817537,95246.6849107
5213.874,9.01,2938.00180567,37561.0007755
5281.668,13.811,5337.92349215,87990.8405659
5296.53,15.934,14844.9143171,135498.870565
5338.34,19.774,12206.955066,161717.189055
5061.112,19.382,11536.7064084,150009.980372
5317.05,30.677,9812.80688061,405267.386983
5317.453,30.696,9813.97274466,405257.708061
5577.144,30.499,9813.24857646,405242.435
5611.558,32.515,8682.07418672,380400.120704
5863.938,30.797,9048.08969821,386257.320433
5577.144,30.499,9813.24857646,405242.435
5611.558,32.515,8682.07418672,380400.120704
5863.938,30.797,9048.08969821,386257.320433
5236.879,10.366,2004.82914536,47917.8183001
5293.399,12.713,10584.9427416,115595.535332
5475.477,12.955,4764.08983942,105604.964412
5184.927,15.015,5181.46544532,99303.2219586
5323.326,19.187,14596.1008778,170306.202577
5286.395,20.798,3280.95161691,150314.751276
5283.98,12.109,4386.78353262,67992.5321599
5377.643,12.059,13891.2409425,84657.6936231
5342.139,17.804,7547.02001909,259472.719484
5310.556,16.529,14939.4183742,103821.834293
5277.784,12.358,4845.81420036,78980.8459214
5304.572,12.285,8898.60111764,90225.8881799
6326.696,19.763,12687.3383868,396008.510937
5272.678,14.818,24650.4159569,170034.095481
4855.665,9.279,2273.5011126,28822.2070125
5276.198,13.301,3558.11018414,111120.440493
4874.619,13.326,3558.31758732,111121.866406
5278.169,11.573,4552.81897858,55732.8612336
5147.819,12.027,2737.68700275,58561.1273674
5286.007,12.167,1558.86945743,47691.5737827
5965.423,14.893,8799.01037132,193162.472004
5278.751,10.325,9144.06439172,71277.5409385
5288.144,26.316,20145.7017217,427711.955743
5292.555,12.505,8777.54887941,58985.0682661
5419.145,9.295,2879.68088935,33591.6096552
5278.782,10.291,2567.02307372,44391.0643827
5724.39,12.141,11200.0110793,99137.6983152
5504.521,14.523,5404.35074188,119533.123683
5285.809,14.242,7463.02712891,153946.582835
5230.26,12.607,4200.03262322,92898.7521131
5279.291,12.92,4285.86580401,104915.34687
5252.531,13.314,1712.70181693,165734.539772
5326.075,10.485,4229.84636691,56932.9461353
5197.92,10.206,3518.67423262,49258.4951763
5315.476,12.789,7939.32446547,96081.2105715
5327.48,11.76,8578.66496097,94483.2884011
5653.018,12.334,989.79068661,70158.8322596
5184.837,12.562,6910.6204022,45921.1632865
5294.381,13.218,3266.8599445,142044.392006
5305.576,13.21,3266.89380166,142044.162846
5290.386,13.217,3266.90953196,142044.543107
5290.386,13.217,3266.90953196,142044.543107
5922.016,20.371,9866.55324985,333844.901402
5800.359,20.379,9867.73393315,333844.49649
6880.39,21.925,9713.74612495,346851.67572
6750.359,21.945,9715.10864491,347018.088611
6892.257,21.936,9713.16919501,347013.386142
6893.481,21.956,9715.10864491,347018.088611
6892.257,21.936,9713.16919501,347013.386142
5269.642,13.982,5645.75104149,162473.780855
5284.03,10.795,4616.77347517,51499.3977118
4845.99,10.223,4417.34134991,47403.316691
5095.364,10.123,4417.34134991,47403.316691
5300.083,18.316,15043.7921927,467649.54409
5234.822,9.049,4079.69298502,44370.1653742
5293.686,11.901,9049.58475119,147226.608822
5369.254,11.231,6714.5251005,50915.5929314
5318.023,11.841,9577.77733708,58942.6670181
5289.078,11.851,9624.98118835,58939.7302678
5407.437,14.172,6481.26702096,80074.3100145
5237.134,11.926,7465.3825169,73935.7101322
5542.762,12.247,8800.45671115,136760.705378
5248.042,11.524,8079.39602734,112168.633853
6691.248,13.076,6132.75572066,44608.3070504
5266.341,11.366,1660.28947795,80134.0515329
5280.922,10.115,8028.79426022,59666.5293404
5288.274,12.456,10870.0272345,91791.004837
4879.6,15.193,10058.2057636,239385.460043
5266.644,10.611,4836.74329178,41709.3608677
5238.107,23.588,15043.6557904,425780.823645
5285.698,12.107,2454.66379523,59160.815628
5515.538,11.865,7735.63480525,48671.9895826
5344.517,13.883,5644.57409873,142491.454342
5266.087,13.56,4493.76578211,89034.0979181
5260.608,13.621,14572.5928618,261842.636111
5275.557,12.642,11391.9867219,95398.1503507
5292.312,10.773,6385.64498362,56977.9573419
5151.992,14.875,10178.2947001,164129.281818
5212.414,11.75,8172.1764814,62130.4188013
5269.677,11.996,9103.5479841,71965.5951594
5267.319,11.639,7025.94585642,169619.036548
5284.003,11.595,2577.088715,136742.656409
5280.442,12.346,3791.8183427,102745.142532
5286.609,11.268,3041.92362593,55406.0274681
5292.204,10.349,2971.24939278,66095.6482238
5289.311,10.686,7307.39650921,48718.6619961
5237.866,10.731,7308.15243789,48721.0790221
5203.182,11.442,5170.95962781,79668.2007674
5428.421,10.212,2189.23189528,59015.3198448
5250.781,23.487,9153.37538394,81920.1141098
5250.842,15.074,7657.84477879,139840.164626
5331.08,11.723,6485.70990879,51338.7728381
5283.654,12.348,13996.3473727,77376.6390317
5280.665,11.647,5605.28957704,58279.3338583
5316.498,15.677,14300.9952552,195262.096608
6125.542,18.73,25741.3079998,335150.545448
5283.483,9.352,1317.40526688,47524.0932646
5760.848,14.457,6732.8418517,111213.818908
5243.915,12.328,9761.9592487,244467.013089
4966.431,11.962,8128.8552543,200322.777492
5163.107,11.901,8128.8552543,200322.777492
5400.08,10.45,8485.55399144,65845.7664802
5305.533,10.749,8492.52711282,62342.3717278
5231.414,11.403,9842.20516694,46714.4492859
5246.025,15.223,13452.1239839,214416.597476
5285.628,11.691,5683.54154053,65989.690823
6859.379,13.998,2460.59589248,54399.7969732
5632.972,15.529,5361.39630279,107343.733909
5334.801,17.703,18665.3567025,286545.9888
5572.6,11.984,143.069186759,72360.6314361
5580.923,11.969,42.9112432819,70890.6129874
5277.897,16.513,13205.7718871,386807.740908
5454.937,12.661,9471.62107264,126551.754077
5247.246,10.613,3359.35351389,47553.7163925
5263.994,13.041,9327.21245606,174998.421571
5082.771,12.447,2793.67798368,63326.2524538
5335.163,12.007,8032.7671462,64172.0378149
5291.854,12.839,8927.20622529,58234.1318183
5230.42,17.479,10364.6473794,272512.783856
5404.246,12.536,6426.44739716,90951.3542812
5319.553,11.116,6018.85587205,77395.8097214
5319.987,11.116,6017.64968154,77401.5183114
5513.62,11.059,6017.38280069,77399.1147966
5513.62,11.059,6017.38280069,77399.1147966
5370.375,12.869,4402.86130168,80622.6115487
4913.175,10.073,4640.07725024,43179.724413
5274.048,11.907,6165.90632563,50830.4982588
5290.451,10.947,10683.3933431,59395.8282488
5281.302,16.45,13886.7957561,142814.21719
5738.387,14.169,4041.60905572,97391.2568659
5310.345,11.933,15571.9205926,129686.333473
5237.115,11.418,7400.92855565,69083.2767606
5350.374,12.855,6806.84511962,73714.158539
5219.307,10.613,1490.07673212,57369.4144181
5284.305,10.524,1568.33256438,54617.2519522
5050.477,10.619,1604.12923896,54200.8231297
5774.214,10.661,1285.30256551,52306.5639273
5233.787,10.604,1489.30382411,57366.3853627
5222.918,10.608,1486.25937834,57368.5356573
5290.455,10.771,1687.54790451,60373.0297918
5774.214,10.661,1285.30256551,52306.5639273
5219.667,10.609,1489.30382411,57366.3853627
5328.797,10.571,1486.25937834,57368.5356573
5290.455,10.771,1687.54790451,60373.0297918
5260.494,11.249,4723.74077596,40074.3777484
5302.356,16.511,13491.1331268,153136.264451
5282.037,12.101,1432.50969089,100090.271691
5245.454,12.672,2283.76956046,42611.0541344
5262.529,13.325,8566.31026011,148251.277783
5390.587,10.876,5175.58557928,60047.7805547
5150.434,11.533,2727.06013731,46772.0986785
5290.13,19.384,10437.244977,135986.810771
5367.831,19.783,10806.7159506,140397.516613
5186.968,12.874,8566.97189199,102117.061759
5281.616,12.835,8567.90973928,102114.031445
5084.412,11.6,4911.24775088,61658.9062786
5175.766,11.23,6041.98818686,69143.2413386
5157.006,14.163,4457.3680873,132870.945812
5390.153,16.219,10434.1437518,176195.012642
5280.203,12.796,7569.64854419,139274.080119
5276.309,10.81,10701.1991762,70803.4092598
5308.268,18.524,6513.56178702,192160.994805
5205.946,13.083,4688.30757618,126807.507329
5279.479,11.324,6384.07628264,105056.203816
5339.7,20.232,11541.3165448,340199.916526
5203.027,14.186,5461.3516346,110305.851412
5249.913,13.48,7527.99931233,138288.21298
5267.889,12.036,7427.19046777,133035.526716
5480.764,10.692,2820.94359376,43706.8901106
5274.477,10.378,2412.14313622,38463.2807365
5276.631,14.199,4814.29510812,79854.9841529
5038.325,14.098,5552.18997316,92297.7179676
4839.234,14.23,5620.06352991,95328.9779581
4709.348,14.381,5620.06352991,95328.9779581
5532.841,15.601,8653.28652478,66867.1852091
5319.05,15.711,8696.39857889,185350.284356
5298.984,12.159,5919.68491366,111624.097834
5317.092,16.343,9503.84964682,148169.770314
5224.204,11.86,2116.57413879,132349.505536
5258.112,12.707,3978.62965214,75117.8284259
5303.709,12.557,7372.56505642,76901.6498855
5360.015,13.015,10251.203962,93806.6587945
5909.561,14.202,9576.02936007,92465.4793124
5362.453,11.744,10542.4417179,63083.7252954
5280.038,15.731,13848.5737434,242314.674953
5067.72,10.875,6054.35480787,60015.840391
5659.701,13.287,5921.02327712,67785.4443149
5295.592,20.546,6452.90733075,217959.543285
5262.219,17.837,5242.15155333,82143.8990251
5107.303,17.929,5243.86067367,82144.4971137
5138.962,12.709,9427.43998957,68187.1158318
6290.328,14.298,8320.86678199,61584.2897742
5292.162,12.674,9428.21536978,68189.8277778
6313.265,14.164,8358.11832121,60734.0343707
5365.022,13.04,8486.44214078,61949.9660395
5500.845,13.023,8485.96766049,61950.2378379
5430.402,13.409,8619.96743865,62656.5975594
5565.235,13.422,8621.28494451,62655.0256643
6314.455,14.114,8355.80887019,60735.202327
6317.53,14.165,8355.82456856,60733.3027447
5605.332,14.03,8355.80887019,60735.202327
6317.53,14.165,8355.82456856,60733.3027447
5202.253,22.421,8799.60928202,134235.762632
5280.182,14.039,3198.72698835,114475.198993
5246.159,12.131,3824.73327516,105462.087528
5285.459,10.362,3214.81574584,78391.3472613
5346.063,12.828,1966.79010761,99839.7942321
5347.223,12.852,1970.69957492,99833.9824706
5347.223,12.852,1970.69957492,99833.9824706
5450.195,12.224,17168.4987767,129018.984347
5276.423,10.824,5066.73641996,38175.4683829
5247.834,9.101,7310.53293927,36173.9965315
5243.676,9.109,7311.94627869,36175.9764767
5243.442,9.109,7311.26355294,36174.6828404
5243.442,9.109,7311.26355294,36174.6828404
5213.408,13.383,6189.7791351,55670.1406927
5363.458,10.909,5590.32770128,48950.8533895
5751.799,11.62,5213.13692055,50551.4319263
4863.564,13.294,6185.15836031,55668.9016331
4946.109,10.509,5845.69345445,51589.9596942
5139.166,10.915,5703.80211475,49937.2915204
4979.158,10.402,5786.84614675,53048.5660286
4907.288,13.314,6188.38571301,55668.4851387
4863.564,13.294,6185.15836031,55668.9016331
5194.542,10.58,5845.69345445,51589.9596942
4727.172,10.04,6018.44440148,49796.0681166
5139.166,10.915,5703.80211475,49937.2915204
4979.158,10.402,5786.84614675,53048.5660286
4907.288,13.314,6188.38571301,55668.4851387
5291.823,14.187,4310.64456723,179686.743138
5440.455,13.363,12715.6333888,162051.466756
5677.335,15.311,5519.46037704,170406.550991
5258.201,12.165,4215.49470156,86286.4048396
5249.315,15.019,8295.10344254,270702.712666
5441.878,14.006,12695.8197528,183137.472411
5596.002,12.409,2001.66660661,97496.8298553
5276.85,14.767,5410.41858182,98674.9901654
5279.347,15.511,4245.54308334,110701.091242
5297.735,17.605,11762.7004286,222635.971126
5321.124,13.247,1183.84830502,139742.404662
4844.82,12.604,1535.18818628,123266.660144
5280.378,12.865,6772.89248726,87003.2334116
5594.825,22.136,1239.20945873,167987.48076
5260.006,14.981,6225.74672094,161529.292589
5472.295,13.093,10249.4174112,80867.452732
5280.509,11.968,6164.5660443,108905.571653
4958.864,12.723,5572.38705655,107934.989497
5381.964,12.045,5542.9992423,108526.157439
5526.555,12.62,5922.38733709,110114.979195
5526.555,12.62,5922.38733709,110114.979195
5247.797,9.783,4584.71177281,46627.9144067
5292.982,9.671,9235.6501659,61382.8938236
5276.052,18.827,14206.1830028,310730.633579
5284.996,18.767,14204.0550369,310727.40957
5172.242,18.896,14204.5069952,310733.37401
5172.242,18.896,14204.5069952,310733.37401
5310.673,24.795,22053.3547388,393991.174041
5315.705,12.884,13541.2192815,138554.961207
5221.241,12.957,13541.0900319,138549.882942
5459.072,12.459,12120.6893116,123057.88353
5254.734,12.262,10820.5284431,110471.883095
5251.368,12.284,10824.6840154,110473.215729
4820.095,12.441,10820.491694,110475.790599
5251.368,12.284,10824.6840154,110473.215729
4820.095,12.441,10820.491694,110475.790599
5492.534,18.559,12158.0579675,419198.177942
5146.643,14.225,10247.9503226,118640.189482
5252.305,14.182,10247.8307613,118640.717136
5281.424,10.934,2856.5258817,57728.0173174
5237.008,14.101,15663.5314922,114822.33045
5010.299,14.2,15664.7490333,114826.221394
5258.831,12.815,6993.98510325,122546.144046
5272.427,20.263,6488.34779445,203620.291652
5269.698,12.743,7132.34336494,139438.900266
5296.919,19.399,11815.8315366,325727.30153
5266.51,9.811,5559.35544833,45107.5271299
5281.469,10.211,9416.86403579,47473.5383167
5270.406,13.58,6211.69960031,112464.564893
5332.363,13.228,6583.67155567,87987.956317
5254.682,11.953,1813.06034045,98749.4854785
5226.7,14.953,31492.6704887,242457.185632
5388.057,13.203,5880.35532472,106909.790983
5217.314,10.949,3358.80137859,61658.5220524
5272.15,13.672,6454.63170615,70931.8685692
4931.022,12.35,4783.62990058,55529.7275152
5536.418,14.092,6738.22239402,166503.879963
5170.928,11.66,10523.0040036,73916.8261823
5310.315,9.56,6537.02640445,45718.0639037
5551.84,12.862,18725.4189846,116226.487533
5435.353,17.591,21769.8092929,410669.011231
5282.411,11.866,6136.54432092,96714.5983039
5352.161,12.238,5316.35013332,60389.1173587
5294.364,12.452,12411.6118035,158972.442586
5249.644,16.481,5733.96592923,179328.404267
5086.435,16.525,5731.13522397,179331.182312
6045.715,13.197,17452.6569131,159002.146237
5243.963,12.627,13414.9073771,76980.7137665
5797.106,13.975,7504.52858568,116737.336257
5243.556,13.592,8466.06545425,120241.97208
5277.037,13.124,6483.93435417,189763.655419
5096.06,20.581,7250.98268792,245228.083133
4963.863,20.599,6966.50817068,241365.237869
5205.882,12.769,6481.16032738,135771.919413
5654.045,12.329,7015.24591205,77510.4276749
5257.102,11.962,9757.89103268,97395.2474428
5270.86,10.524,3864.8958268,41608.5183998
5297.746,12.044,5504.57082945,52716.3476501
5248.56,12.917,7202.50491344,94734.3743456
5285.361,14.206,7546.25023278,150928.629774
5188.833,19.535,1070.33296922,169875.59195
5248.398,11.045,10994.0203766,67059.3437788
5674.1,13.892,6483.36440858,124310.483789
6108.114,19.793,16436.5343608,237802.214422
5388.335,12.143,8272.0937434,64806.4557295
5503.392,22.265,1327.80624554,99523.7079291
5287.164,22.696,1620.41310023,101197.594157
5544.501,11.508,5939.49891496,88788.2045399
5287.638,11.692,6751.83545589,91898.8452934
5108.165,10.592,6096.0037415,84213.28755
4986.367,10.576,6096.0037415,84213.28755
5256.979,17.281,17408.5959689,237116.873766
5264.661,17.307,17409.6551589,237116.063934
5038.213,17.408,17409.6083935,237118.094994
5255.42,17.329,17409.6083935,237118.094994
5313.439,21.238,8231.44437836,269052.756561
5226.899,14.782,6892.3497078,144920.710976
5459.77,18.287,6578.77336002,277573.392781
5742.141,14.788,3359.48607335,110099.00647
5293.507,14.193,7393.9128569,164882.777716
5332.288,17.813,3013.16213769,114937.502801
5282.611,9.353,3782.93981825,36419.1242476
5298.867,11.813,7740.95628437,77071.3715804
4761.085,9.82,7802.31295825,74042.6555228
5261.776,18.376,335.442013171,103714.23246
5618.987,12.57,6119.17825991,80906.1279783
5221.709,12.522,6682.38440925,86724.0136593
5086.926,12.455,6149.87217709,82585.4887926
5086.926,12.455,6149.87217709,82585.4887926
5235.34,14.143,5440.19352234,230662.662579
5396.644,14.06,20446.2379642,136969.630743
5316.771,14.494,9381.07347918,171171.139262
5263.299,16.362,14944.8515899,184751.897518
5457.555,16.867,15925.5533633,194182.954142
5404.845,13.932,3813.7434626,75546.3743948
5620.123,12.74,5617.30286548,133594.648634
5157.006,21.641,17185.6859746,336333.81641
6056.954,15.45,11656.4658034,135720.997195
5297.653,14.446,6640.35041082,180094.631314
5369.781,12.857,11173.0541879,70866.7899774
5264.55,14.782,11002.7168999,142385.987794
5292.316,12.315,3185.02980521,48361.7445449
5323.707,13.083,11386.7452836,162310.84517
5259.804,18.681,19169.3237291,186215.379034
5248.89,14.275,13287.7315984,196548.096245
5525.978,14.098,11415.5548096,170684.210517
5269.873,14.046,19467.9273864,120453.225874
5319.187,13.301,8263.87084186,94926.989823
5322.531,11.428,10028.244499,82844.970879
5259.856,11.542,12750.4342525,83797.0837552
5338.535,10.848,7980.70252129,56242.5222339
5220.789,10.855,5463.53604462,65883.5685296
5284.539,13.29,5006.77281387,198167.149162
5241.033,12.205,3708.60130901,64948.8775957
5257.839,12.194,3708.61451763,64948.4091167
5283.454,13.728,6221.25059126,226129.405426
5308.634,14.099,8620.37769094,114085.786163
5386.928,17.096,7982.27338655,157116.56985
5263.859,11.484,2907.96583199,87527.4696881
5197.906,11.282,15402.4264785,119892.679101
5209.53,11.633,11114.4754334,87572.0473412
5682.188,13.176,1693.96414109,57651.4221364
5271.855,12.269,4917.51129704,68576.7300868
5278.867,12.027,11725.238387,113955.160157
5174.856,19.682,650.378067281,47372.9446957
5350.114,19.608,419.013449068,48324.8566176
5459.42,17.685,887.561451225,62237.4790271
5139.085,18.574,157.012654586,49293.0900658
5283.674,18.631,352.687766729,50248.4577513
5308.166,18.392,246.035845356,53070.2103196
5308.166,18.392,246.035845356,53070.2103196
5305.933,15.256,9272.49562664,204162.364379
5323.193,15.214,9008.86114628,203008.480599
4800.277,13.748,7362.84716593,177357.876778
4794.246,13.753,7362.84716593,177357.876778
5295.158,10.747,5177.74121397,35813.8985988
5274.586,17.593,2205.40434535,170247.355133
