m,merr,pt,p
5265.405,10.457,6045.68043146,60987.2844924
5293.224,12.876,390.411395966,100947.774953
5254.768,12.657,115.410668918,106518.862522
4984.832,12.274,568.587084799,99901.9880553
5310.945,12.262,568.587084799,99901.9880553
5394.721,10.13,5610.77467383,64601.9034249
5273.766,11.644,6621.53656531,98225.428431
5288.03,12.639,17251.0401015,119536.441728
5269.096,12.786,16837.198319,94933.5732698
5792.653,13.606,15666.9892921,88095.2531727
4862.488,11.629,16261.0942293,89139.2226754
5243.299,11.874,16261.0942293,89139.2226754
5262.977,14.167,12844.5553744,303080.028954
5318.594,10.86,13850.0651516,92051.8012855
5283.071,14.616,6675.85303661,123325.121675
5268.768,15.886,9929.22207191,238690.241168
5286.533,11.716,14638.1333958,88022.9968392
5540.241,13.056,6608.68563523,102170.079433
5556.093,12.806,6661.11687447,99374.9690877
5238.58,10.735,7638.8029478,93029.2784095
4989.059,12.546,14779.817065,161637.457314
5154.818,14.324,16002.0794033,165594.347657
5262.004,21.33,8300.92284955,230818.191485
5376.063,8.535,1940.54937098,28267.4177171
5242.742,9.79,1632.84130561,43649.8011598
5239.552,9.792,1632.84130561,43649.8011598
5656.288,13.16,11406.6967501,103544.183574
5659.933,13.157,11405.3376761,103545.842789
5658.468,13.157,11407.3010719,103543.445079
5229.834,13.233,11407.3010719,103543.445079
5240.286,15.799,3210.41341998,61880.8551369
5559.308,12.538,10077.2936618,114288.355971
5373.635,11.753,5476.76801354,85315.5699508
5304.141,14.748,12037.6919215,107509.507498
5298.749,18.909,1042.49934724,90964.5139811
5390.55,9.3,127.74390827,38545.0016818
5236.193,10.236,5469.77342991,64772.014974
5236.072,10.233,4953.72674839,71184.4042515
5236.072,10.233,4953.72674839,71184.4042515
5644.482,18.86,15278.1118826,326398.236485
5287.806,12.299,5521.94800929,60365.3917498
5305.767,13.52,11466.7287106,206351.313448
5274.383,10.864,6999.70410375,54441.1444815
5355.817,12.519,4092.64239387,74971.3408441
5301.149,12.584,3068.08341379,46600.4380482
5222.679,9.27,4874.46317933,41309.9548237
5252.742,11.478,4991.59186026,59281.3640835
5096.899,10.562,2480.95828909,42612.2940574
5054.715,10.574,2480.95828909,42612.2940574
5234.77,20.494,5137.29798062,93077.7312023
5277.666,12.245,9255.63266452,76088.2016636
5296.721,10.704,4559.16777686,72389.972336
5254.31,11.442,5526.88332224,89000.6636935
5255.068,12.899,4873.82390162,69547.3271321
5220.651,14.088,14442.1219629,196859.350829
5335.72,11.768,1667.96065664,72390.7483543
4743.409,10.06,5535.98825331,61173.2099761
5191.657,10.88,5548.55165422,60499.1740365
5512.175,13.942,6663.29202857,108054.674737
5334.932,14.241,7237.97108092,110074.534838
5319.929,12.566,5593.34761215,88163.0289299
6347.62,14.608,8853.09805569,202002.214451
5202.096,18.313,8595.23676469,244657.059578
4608.441,18.933,7685.88875333,199080.779437
5479.464,13.534,8059.03881148,85603.8768941
5294.82,13.015,12208.7903466,57837.3692858
5195.522,14.282,7969.14840949,130597.5481
5304.127,13.196,2512.0820321,80803.5581914
5223.037,11.198,11637.510322,64574.3153726
5220.068,10.442,10876.2116556,59399.392752
5164.611,10.366,11336.0782251,60764.5686269
4864.159,10.447,11336.0782251,60764.5686269
5657.67,21.813,2771.08945796,155978.157366
5319.759,8.965,3344.32614296,38172.0436369
5268.003,10.044,2562.22970532,42948.8464989
6912.325,23.423,15226.555565,391252.102048
5249.091,18.383,16244.6382681,395029.582102
5284.427,16.022,7813.59102269,153615.226644
5288.989,11.492,5262.22090097,71578.0640218
5287.286,11.745,3286.94326693,64094.9666435
5308.508,9.1,3437.423538,33026.8898132
5388.645,12.318,10747.1379255,70293.3421305
5266.514,11.953,6442.02349233,72312.6078646
5220.556,10.862,4000.08315119,38343.6191377
5283.19,12.629,4032.72277863,57706.7519062
5716.247,13.758,4924.8865661,87604.2817529
5016.13,12.052,9540.35129783,68879.9321417
5277.879,12.545,9306.62928886,70274.7638149
5258.019,14.584,4535.10838673,166528.364322
5267.239,15.143,5441.60932619,97353.0799966
5347.818,12.126,4378.95181851,52171.0573888
5286.292,12.303,9170.89938272,51794.3915015
5475.421,10.236,6174.52438654,48516.1617414
5308.092,10.539,1256.62267722,54443.4241476
5449.333,10.891,1346.04643252,57308.8798619
5456.602,10.898,1341.52928093,57307.2043731
5649.629,10.822,1341.52928093,57307.2043731
5480.54,26.353,19343.8227056,470377.596288
4953.053,25.636,19343.4024948,470382.824567
5279.767,14.752,12384.3478236,266758.678508
5946.181,28.364,8717.5330103,354977.898557
5327.465,27.691,8719.06649357,354952.693838
5249.054,13.552,10382.9331315,161475.808297
5197.15,16.053,4116.28704893,116272.045668
5302.406,14.932,773.916939471,79987.2941037
5210.182,14.491,1186.98457926,73128.9138447
5292.97,21.761,1381.39341351,102117.643807
4756.798,14.1,996.534745054,70916.9420682
4756.798,14.1,996.534745054,70916.9420682
5277.763,15.906,16382.4422272,207020.545193
5942.846,18.116,14792.3050662,188549.487222
4934.444,14.271,18926.5326914,164500.707842
5275.056,11.557,13946.5746223,137276.148916
5265.332,16.643,5780.56294616,124560.50353
5075.75,12.91,5886.47792491,104803.92225
5675.326,12.033,5712.61502121,63985.0427038
5275.342,11.59,2816.20684812,93969.4894591
5211.96,11.614,6523.18719273,61184.6180281
5272.376,11.809,6883.82397913,65235.7251991
5304.021,17.558,7665.17536139,150089.600587
5374.549,18.531,7438.62691451,140072.47567
5374.549,18.531,7438.62691451,140072.47567
5138.161,18.236,6885.37533249,152230.771973
5279.562,11.578,2528.77216777,104448.266238
5293.062,12.064,887.67867531,64544.8443659
5227.07,12.937,8095.0674163,157774.586915
5282.557,10.56,12392.737518,59553.4688179
5265.927,13.024,21052.1935349,193394.078282
5268.955,10.171,2578.87555599,53904.5539963
5294.928,10.696,896.128792362,58855.0626362
5260.306,11.601,5143.30003699,69559.2018452
5280.691,14.283,8470.41630885,162727.803415
5109.19,13.817,12147.4163423,144034.302238
5851.956,13.541,5611.65605055,102021.89987
5288.162,17.456,2462.60444629,171424.999175
4785.014,16.571,1612.39787971,155582.995337
4676.708,16.45,1669.73577889,160705.604535
5167.436,11.67,4602.07971096,85655.3193691
5303.383,12.248,6838.09200223,104408.94543
5028.245,11.175,9315.10646563,76461.6675492
5264.104,18.026,10923.2078168,133948.126053
5288.564,14.323,10893.7712469,135960.322446
5289.325,11.574,9012.25548875,100108.57855
5263.453,11.023,3535.16924769,99120.8114206
5411.493,17.316,7017.53002576,190288.241742
5493.656,26.553,13345.9538326,620857.748839
5386.847,10.687,5384.78983179,56307.3706723
5592.083,16.278,19983.9668914,285734.20608
5260.848,12.621,4669.61598903,105442.799526
5289.153,11.329,8230.14306686,44633.0536804
6700.893,29.793,9060.63344198,267415.85111
5228.374,14.854,12124.5690238,309861.14224
5315.589,14.505,18444.2732794,93194.5678523
6469.633,16.348,17675.6623626,91573.0727175
6469.633,16.348,17675.6623626,91573.0727175
5278.8,14.795,5074.1707384,167796.818933
5294.427,14.323,10063.2268984,166730.446472
5932.733,14.328,10407.891539,90688.4721099
5644.711,15.377,9104.70136544,77515.5400471
5363.874,15.367,9104.70136544,77515.5400471
5262.612,12.514,7884.55683235,134118.748775
5317.414,16.599,9398.94102499,61140.9787204
5695.431,16.282,9044.7648346,58106.5823271
5695.431,16.282,9044.7648346,58106.5823271
5472.114,14.975,2906.97399027,142664.90967
4757.977,10.726,9900.63146158,84282.7399766
5287.616,14.312,12666.4776723,192361.569297
5421.197,19.916,10910.675593,288139.855388
5277.867,12.937,4505.52520287,90373.3903512
5285.314,12.426,7440.14034632,115560.019275
5633.088,19.911,11810.6203847,379974.437169
5334.814,10.201,3447.76998005,53388.5028829
5284.361,10.226,3449.49404483,53388.2949175
5092.986,11.167,8061.73845039,72016.2116937
5251.074,11.303,7879.28161028,73384.9919104
5251.074,11.303,7879.28161028,73384.9919104
5254.923,13.385,5875.23871877,126968.27613
5324.413,13.977,9289.35397055,125950.809818
5291.206,17.138,19734.6908477,200026.287727
5255.235,10.956,5780.99448376,62947.9287862
5312.599,12.445,6950.63410461,67723.9922142
5288.664,12.444,7698.32115028,70952.3200286
5273.314,12.237,6662.63680533,143332.476047
5253.422,15.803,5426.34961237,149381.060109
5276.925,13.781,8850.09922935,145371.683173
5205.072,13.725,7243.27704965,78025.711149
5296.556,16.734,6314.27695127,59896.7235217
4978.76,15.795,5304.4481336,53597.7704194
5202.78,13.679,2012.17185442,109532.563897
4848.817,14.088,2192.57684784,98384.6946456
4848.817,14.088,2192.57684784,98384.6946456
5280.06,11.714,3454.27447782,144011.003393
5243.381,33.393,15694.7479555,319857.206862
5149.683,13.345,1110.44230152,79767.2096289
6594.085,17.625,12033.9531021,355090.582788
6128.458,17.928,9004.32831776,274386.863621
5002.042,10.711,5402.82936108,82684.8857532
5340.523,12.814,6714.12954389,112858.38429
5283.047,11.726,2129.64160424,96214.7818925
5374.833,18.803,4283.02663573,161792.050969
6124.78,20.516,8280.80728017,274753.706057
5343.674,17.342,3916.02711862,171834.238068
5206.24,13.094,10307.5641918,177716.381585
5577.181,18.469,6877.26475742,243109.404132
5037.206,17.659,4590.39738073,163526.671784
4867.793,17.743,4590.39738073,163526.671784
5283.19,15.42,5771.39473601,281511.417224
5260.567,16.366,14906.3407353,198350.330622
5272.67,14.217,10983.341097,92783.9722162
5117.086,12.305,5056.06831712,62225.2637396
5869.822,17.696,24725.3694169,257489.214487
5267.661,12.912,3383.12154863,56138.0834284
5260.079,12.969,3747.19936393,41440.0671472
5225.957,15.63,12562.2555345,180276.332536
5305.026,9.469,3627.35453423,31076.0675596
5298.677,12.312,3885.48969109,103945.115585
5269.362,11.253,7392.10683366,96388.0923416
5284.828,10.552,4776.04329662,68992.5904058
5595.417,11.016,5092.32204226,78359.2021989
5263.153,17.378,3416.15451793,141294.153258
5218.675,10.715,9299.56543284,93456.7253214
5307.123,17.726,9969.87099624,225732.975413
4701.575,10.334,3146.61256854,60621.5388809
4783.832,9.081,3107.87350904,61938.8402282
5321.872,10.634,5694.68436566,52908.4402264
5266.059,15.854,8101.50480023,110830.568937
5063.862,12.098,10856.6620185,98229.103709
5278.262,9.456,7975.20629723,58878.4593656
5554.141,15.425,8252.94416843,129673.791208
5242.086,12.047,4104.3496977,56280.9266607
5921.73,17.331,6733.27668944,201863.767321
4634.518,19.352,10431.3412027,324685.389901
5326.783,19.073,9491.26873222,217345.376296
5301.078,11.908,4919.25293683,80391.0395306
5304.285,17.85,20229.9474428,245682.92063
5296.187,11.819,5522.2464755,66065.4200709
5281.39,11.666,5817.4862513,61563.7589142
5669.836,12.716,720.720562285,49524.394543
5212.862,12.619,7229.34324965,71820.7126469
5300.838,13.738,5894.91711926,109453.708408
5273.0,10.631,4056.94981192,57697.7665285
5497.079,13.366,6749.34539999,114172.200022
5174.428,17.589,7128.50408347,138267.230817
5311.002,16.051,22824.7386923,175682.271518
5295.717,16.121,9903.79671947,204446.730467
5315.81,13.54,6526.5334306,147023.021873
5407.411,13.114,10738.651771,159626.912645
5228.384,11.283,3718.32183283,53657.0011444
5238.792,11.293,3287.24106303,50275.1632206
5238.792,11.293,3287.24106303,50275.1632206
5022.382,16.081,11835.7224542,206066.551481
5243.548,13.222,13060.6845782,104202.063211
4686.827,12.315,4550.04430952,153197.974023
4888.989,12.631,4470.46779051,164773.415298
5469.149,26.106,7286.19609404,213291.597207
5635.745,15.288,9926.53144019,130943.695541
5228.279,14.871,13439.4741047,282513.626105
6388.67,15.074,12760.7412933,262350.884861
5135.35,14.643,12760.7412933,262350.884861
5275.185,10.814,3136.69369015,45193.5736889
4700.942,12.326,2274.59812321,65984.3863573
5130.161,12.515,1977.66497775,75094.426122
5263.501,14.886,16699.2763611,138314.308115
5224.995,11.874,6781.3255456,55773.0484797
5304.411,12.714,3433.38831783,61671.8457789
5272.804,11.228,15022.943623,78011.083353
5722.063,15.29,10365.1564119,142251.810337
5659.601,16.834,8139.4392374,240849.46431
5734.532,17.31,8224.48535803,238290.284559
5479.972,10.348,715.562426697,64407.2650592
5444.395,10.295,648.833641622,63663.3364245
5273.812,16.081,13618.1169685,124737.263315
5806.266,13.617,1168.54009229,117259.432644
5297.647,12.651,797.172897181,100412.674414
5017.736,12.275,478.519943367,93552.6138185
5805.325,12.324,478.519943367,93552.6138185
5275.076,10.643,6599.48299585,64976.3253248
5088.218,11.7,16590.5065232,85958.3608478
5316.242,11.884,15884.6381416,81357.8965723
5164.067,13.108,18350.1246059,154305.649316
5280.626,9.988,3398.34516425,60306.6263896
5412.789,13.839,10499.4844698,220156.847603
5304.344,21.772,4350.35573259,209823.903606
5562.115,18.112,24743.4133863,329830.297836
5290.607,12.999,2390.20485289,74696.0119916
5540.572,13.059,2166.79512472,73546.1756598
5178.749,13.073,2166.79512472,73546.1756598
5471.224,13.196,5868.01302113,100529.517156
5263.42,14.525,20292.802973,158725.743819
5494.167,18.612,21800.079745,250920.982085
5403.241,11.866,1123.0840514,61421.7585372
5660.182,12.09,13856.2449201,96057.5313117
5113.127,10.749,2459.99763124,91749.7746932
5116.767,10.727,2459.88230159,91749.8115867
5032.693,10.789,2458.94032998,91750.1761964
5114.635,10.745,2458.94032998,91750.1761964
5279.434,22.412,12077.2288559,371337.479399
5283.42,14.094,894.476859455,161578.455871
5276.007,8.788,8190.60619796,42231.0273499
5288.476,12.816,11858.7446366,77549.5826124
5302.069,19.936,16077.7316897,369225.973859
5581.943,12.035,1266.27192044,72598.6940454
5371.588,10.822,5372.40797596,57221.8986036
5255.077,14.996,13270.0650624,288382.556075
5365.755,17.814,11885.7942793,269157.511954
5320.703,11.936,6577.52726866,72648.0262643
5283.865,11.192,6607.56082385,66315.2054892
5318.405,18.651,9452.89851866,246297.497984
5390.596,16.751,5659.65007855,159873.399544
5378.107,16.654,5667.97920974,159796.872966
4690.544,15.688,4421.41267508,130090.847242
4676.588,15.605,4431.24489534,130016.275301
4690.544,15.688,4421.41267508,130090.847242
4826.033,15.65,4431.24489534,130016.275301
5274.62,14.604,14447.192811,173703.231404
5503.789,12.006,11248.5320377,70366.3252604
5355.049,12.151,10337.6101858,64841.6392078
5992.563,12.899,5444.20089513,141487.520627
5992.563,12.899,5444.20089513,141487.520627
5283.477,14.441,9584.20846568,125565.677238
5275.644,16.132,7309.173254,117501.164318
5323.129,15.219,6823.87301456,176925.624507
4984.148,17.092,16141.5184619,249916.915238
5276.747,9.517,2470.26139008,32923.9517928
5189.184,9.517,2535.84528432,32398.5432084
5302.262,14.69,11161.1056175,202661.179703
5153.67,10.883,6030.1146177,76364.6156191
5261.726,16.907,7637.14040757,246580.73778
5307.04,18.298,12754.6497109,228072.722303
5280.737,12.183,15375.9486118,103925.749337
5304.337,12.227,6191.45682318,70439.6339186
5302.252,12.695,9283.86311039,83182.6708123
5245.792,28.327,19750.7356348,540344.726102
5284.896,11.283,7006.33345271,83712.4137637
5281.043,13.186,3365.40916229,62023.3115126
5247.983,14.098,3348.28863745,182783.640079
5255.186,12.659,19714.1365342,133981.54227
4920.455,18.148,12965.212829,294901.223019
5226.28,11.444,3174.26020775,68436.8943711
5257.793,14.248,9097.15431305,105852.656821
5246.65,10.005,7420.78339278,60258.8148754
5287.087,11.196,5695.83479796,52224.7243173
5264.29,10.696,3201.55267687,54993.3616135
5287.047,14.438,5170.73380074,98473.9578082
5683.978,14.079,909.393247666,76523.5737288
5344.821,13.231,8534.72246115,80792.9557591
5326.337,14.597,6279.83330521,146429.102046
5267.343,11.933,6843.09456016,75918.6775707
5275.915,13.248,562.420381743,68291.2259787
5660.486,14.274,2616.96950806,83588.52577
5661.394,14.277,2616.54823416,83588.7024888
5659.567,14.283,2616.81572068,83588.1111564
5659.567,14.283,2616.81572068,83588.1111564
5282.37,14.465,19914.5923522,113454.373644
5316.321,12.647,6456.78393633,62894.2676072
6933.972,15.756,4965.16916646,83050.2045607
5252.708,12.335,8823.65338282,133124.183797
5394.234,16.836,3951.75634979,187665.791499
5565.224,16.831,3951.69861528,187655.002676
5277.481,9.566,5672.89652274,39506.7260627
5460.486,21.939,10753.1959823,245606.921867
6587.352,15.276,10798.9581783,109339.578135
5536.721,12.425,482.046991278,93704.3699146
5501.46,11.999,621.913939143,85277.4877854
5884.584,13.465,3926.35110251,98116.7021732
5273.437,13.899,11135.7474041,155700.037758
5404.009,12.431,4751.44338563,64186.2564516
5078.989,12.87,4813.48725027,54131.4576304
5268.715,11.726,2969.32149125,111338.441948
5232.747,11.062,11951.8380739,62227.304606
5236.699,11.057,11950.5193275,62221.4672561
5233.535,11.056,11949.971697,62219.8900028
5229.928,11.059,11949.971697,62219.8900028
5295.622,13.81,10569.8032365,141075.827138
5261.495,13.406,9909.99875646,130417.230031
5264.637,12.925,15899.78887,103802.905621
5460.882,11.796,1647.74317783,47264.5406614
5417.618,16.07,20512.5064067,166540.195053
5330.704,10.458,1824.97524983,53665.8392807
5268.851,20.526,20634.491208,188390.20384
5498.624,24.243,3643.98392863,118447.326113
5276.913,12.091,12073.684959,101294.131382
5701.714,11.913,12866.590383,74494.4832393
5259.171,13.575,10280.1370577,83959.2270547
5942.163,14.02,9879.4132028,86922.3219278
5806.119,14.03,9879.4132028,86922.3219278
5231.252,9.945,8443.26738547,66001.2439915
5282.93,13.494,19408.4677425,123417.814189
5212.71,13.169,5058.78672205,81444.7702747
5369.924,13.069,5058.78672205,81444.7702747
5223.261,10.425,4860.53826584,39395.1145551
5363.726,10.699,4200.01023076,35051.748923
5288.794,11.582,2831.17892089,62303.2803057
5307.545,11.659,2798.32775023,66896.034045
5512.47,11.851,2874.11270722,67470.064011
5456.328,11.607,2796.52853409,66891.7025304
5354.201,11.643,2793.38712308,66886.9553021
5379.989,11.894,2874.11270722,67470.064011
5456.328,11.607,2796.52853409,66891.7025304
5354.201,11.643,2793.38712308,66886.9553021
5270.233,10.534,3044.73013295,56963.0001602
5023.82,10.332,2945.36569813,53346.7613914
5290.054,13.898,10365.6254238,152645.154271
5361.687,15.545,9779.70279684,188052.619578
5233.923,10.998,11871.804754,56987.8036874
5669.179,15.616,1084.18600328,126095.691067
5070.123,11.26,3229.10863399,44225.3540179
5070.123,11.26,3229.10863399,44225.3540179
5308.448,11.162,2854.20153502,94090.1407183
5033.63,11.069,3426.9098757,132095.4291
5141.671,14.451,4702.5377345,59292.0367403
5358.627,9.993,3420.62623186,64520.7376261
5333.436,11.384,3131.63224343,55750.6646801
5278.872,14.417,8112.6994534,97514.2739598
5276.831,17.439,4666.05178356,243717.400661
5492.053,16.495,4487.24634102,242541.512694
5102.465,16.71,4487.24634102,242541.512694
5257.789,10.505,10888.2703797,68444.245609
5309.965,12.5,137.727230786,91901.6432016
5240.057,16.14,28309.7750562,324830.315352
5285.981,16.055,2332.19266659,159508.850506
5282.525,12.537,11587.1383104,96533.2999568
5311.321,10.957,5543.60585248,57630.8439189
5385.417,10.811,6551.27199546,65549.0536887
5304.685,12.307,12861.0664726,107484.728317
5291.165,16.107,16093.6170154,309716.514207
4634.023,10.639,3416.8173871,62125.8208128
4883.955,10.866,3925.49115485,69502.0248941
4894.773,10.861,3925.49115485,69502.0248941
5310.863,17.513,13706.0137269,226486.375866
6720.883,19.075,11820.0428017,208099.400317
5314.163,17.514,13708.5430209,226486.938191
6721.708,19.065,11820.3849684,208102.025539
5778.313,18.42,11105.7644681,195732.381949
5309.261,17.514,13706.4308804,226529.182569
6718.247,19.038,11820.1846064,208102.04411
5778.313,18.42,11105.7644681,195732.381949
5309.261,17.514,13706.4308804,226529.182569
5818.898,18.626,11820.1846064,208102.04411
5327.746,11.024,2425.84393606,89631.2533958
5299.691,11.957,2165.47492384,72077.9465836
5171.868,15.835,2483.66759284,186115.672703
5629.621,14.821,2349.44801026,165680.729099
4706.347,14.743,2349.44801026,165680.729099
5303.176,12.935,7251.15194795,146426.012094
5300.533,12.233,13633.4052581,80913.8947201
5158.505,16.549,15247.0515222,170159.827332
5270.587,13.735,7029.46484068,105551.741933
5476.581,14.809,10539.1564959,106844.890592
5276.671,15.992,7757.04439248,227369.809826
5277.576,15.98,7756.54372978,227360.298275
5274.918,15.989,7757.46057729,227358.76047
5199.028,16.022,7757.46057729,227358.76047
5189.03,13.22,16360.8230265,117225.25343
5300.61,13.517,6061.02203291,109568.947122
5270.754,11.93,3607.97444693,59297.1465874
5234.459,13.104,7049.8272771,109684.912812
4975.042,12.708,5788.98486639,89538.2458149
4975.042,12.708,5788.98486639,89538.2458149
5255.169,20.607,15078.1032973,413727.978152
5375.831,10.454,7507.8058321,64565.7949789
5250.313,11.526,9211.44265238,66716.8511142
5272.297,11.877,3757.44210015,104988.619171
5446.395,11.746,6052.99918834,78593.7165482
5446.395,11.746,6052.99918834,78593.7165482
5281.548,10.67,5322.5149616,68038.9429379
5353.421,11.377,2408.43916205,70496.0331864
5385.547,12.54,12264.4502002,109159.485077
5275.708,13.342,13789.7950981,148288.310359
5267.014,22.258,7662.90482749,106634.71936
5307.837,13.192,3733.11113793,148087.241224
5114.717,10.841,4177.49124009,84154.8304153
5395.317,13.057,6455.5881554,133006.466255
4957.367,10.474,5161.88237797,62677.2291463
5299.974,12.927,10821.7253004,121860.28931
4767.114,9.958,2290.23977024,43778.746803
5250.579,13.784,8612.44338104,157080.060815
5221.689,11.655,7485.99500755,60534.8482107
4860.62,10.689,3861.27813906,79516.0067012
5276.657,12.973,7957.53397596,138180.768937
5287.57,11.872,5539.01391102,103310.234936
5274.512,11.384,3344.67754507,90473.1054108
5214.405,12.92,12694.4735294,126962.379593
5282.776,12.877,12696.68369,126965.714908
5287.72,19.579,7874.59083771,193073.850936
5264.105,24.302,21665.5386157,522559.784144
5261.741,14.489,6365.21482806,169417.446571
5418.176,10.825,2275.98717611,27467.6074413
5262.224,14.615,14298.0385267,122572.596212
5287.594,10.602,7999.43992743,75170.67026
5635.527,10.296,7329.14898777,72086.0334089
5635.527,10.296,7329.14898777,72086.0334089
5219.79,13.669,24438.0449173,138928.156238
5266.676,18.748,7732.37571255,246694.21145
5257.329,10.131,7817.83956636,46776.6200446
5281.96,11.08,11296.8906885,68447.6005335
5420.073,12.533,7284.89709334,82215.8423329
5267.196,12.681,16751.0955487,141986.432199
5039.688,12.208,4032.22422435,61386.632899
5204.112,20.142,5465.75436733,283939.691945
5327.823,15.632,5803.44307509,181672.237931
5213.959,16.104,4534.39566677,169517.415783
5288.974,15.042,7685.89089623,152235.36218
5436.443,12.22,2253.91623363,101272.994514
5291.012,13.951,2814.1316831,106939.11373
5328.724,11.913,5892.0220625,50431.3922416
5282.876,21.392,8500.81012103,365635.242842
4828.713,18.999,8594.81508346,336631.14864
5360.021,21.491,10155.4715679,438970.157948
5354.638,21.48,10156.3811636,438956.812571
5355.252,13.66,5563.33846722,193887.95247
5279.885,13.585,8541.88453728,113978.397973
5470.096,15.038,3240.94703679,177778.12416
5310.547,13.08,2635.55763003,110469.473767
5131.922,16.264,2419.43811961,105321.043369
5530.498,16.017,9185.15670724,200756.752783
5587.037,13.293,15217.4749997,79526.1531342
5119.43,12.029,5462.51268583,103910.130355
5311.182,11.914,5462.33352847,103910.580301
5259.707,24.846,24142.1325774,544920.548601
5286.427,21.645,9248.25624713,436109.431557
5336.123,12.105,3787.00063989,33305.4809381
5282.369,12.335,1666.88546853,57242.4947669
5450.043,13.864,4022.94524091,134289.161882
5494.319,12.326,8479.71295548,111004.938273
5278.691,10.01,4102.42586831,34728.6668037
5292.453,9.959,3905.10813423,34051.8126781
5293.463,11.902,5446.29631439,70247.0754768
5275.081,15.28,9341.08292076,303279.597908
5240.708,12.181,3315.69230227,85876.7531364
5241.297,11.97,3419.42591417,86598.4060854
5313.938,15.267,15416.7152453,227810.569372
5283.707,11.526,11017.5421928,74725.7542111
5454.881,14.557,14281.7016892,142575.537882
5304.24,11.768,4775.83221025,76316.2411866
5398.131,18.246,11559.8719288,324729.86185
5262.854,11.68,11742.5305813,81987.0644168
5204.416,11.28,5053.17328542,80639.081943
5276.543,14.144,8646.13447016,107541.599634
5333.851,10.46,7368.42418206,86441.0727868
5284.793,9.477,3744.02334301,31242.1807948
5301.303,16.088,17753.6900555,225646.607129
5272.508,17.134,11984.9497046,233818.631072
5277.312,12.847,5328.95109358,126041.662503
5425.798,14.412,3997.7007318,81471.9395717
5220.945,11.965,4769.13523503,98495.61797
5283.536,11.415,980.794522925,116320.925004
5320.835,11.539,1990.18452795,52096.6181939
5290.233,13.468,7784.47719155,110474.095069
5285.162,11.574,3003.76628593,62951.1144766
5218.604,11.718,5563.16393346,117597.271761
5294.275,14.257,4662.38955379,145065.723592
5254.412,16.626,14252.038091,231219.276007
6473.649,24.305,31368.263974,199550.236016
5228.995,13.49,8694.3475564,87226.6676369
5539.349,10.873,2991.98611822,61633.3856595
4912.463,10.14,3745.85203238,63930.5737625
4912.463,10.14,3745.85203238,63930.5737625
5360.405,14.168,8086.79957316,84560.5117982
5305.591,11.561,11890.1629713,74816.0759719
5438.069,18.079,5388.05674595,122368.4994
5419.818,12.133,4733.25507173,74661.1768884
5155.427,12.097,9264.65367177,84925.6493218
5472.459,12.632,8586.68662398,80522.0612386
5238.654,13.047,6684.37232646,102816.484468
5858.722,13.803,5470.38996054,71330.2143551
5851.112,13.869,5422.49272931,71674.3126553
5417.488,13.838,5563.06367543,71115.1125103
6156.476,12.598,5305.88554386,69049.5385122
5710.121,13.779,5563.06367543,71115.1125103
6156.476,12.598,5305.88554386,69049.5385122
5570.201,12.082,7343.1869146,79060.2396124
5553.791,14.842,5021.3276709,155982.523247
5667.347,14.838,5020.58985718,155981.709906
5197.059,14.355,6786.37137926,187878.185689
5341.612,14.26,6785.26135847,187881.053698
5314.45,8.953,1493.25541211,27593.2346702
5126.26,12.66,5411.90415215,65058.0574515
5294.893,12.597,5411.95911795,65056.0191294
4712.676,12.106,4905.7680683,56245.5702703
4865.733,12.071,4905.7680683,56245.5702703
5137.653,11.071,7285.5681258,82627.7632651
5313.615,13.319,3336.60651077,72838.0527083
5270.305,15.108,5447.91538455,94629.7806731
5251.3,13.484,10812.4165858,74313.7636649
6124.489,15.936,10745.5346116,80036.1499888
6124.489,15.936,10745.5346116,80036.1499888
5334.556,13.225,8787.1822074,60094.345829
5292.5,15.643,1296.65287926,179534.672468
5259.942,10.969,12064.2302762,61929.1435896
5324.337,24.189,6772.3931253,105072.71224
5421.763,18.018,7598.2780101,213746.125032
5265.664,17.312,7689.95902916,215207.425682
5231.572,19.394,7061.56286216,211511.032463
5231.572,19.394,7061.56286216,211511.032463
5268.658,16.2,60576.9337138,246821.932637
5302.72,14.179,13458.9815836,109104.086341
5600.983,14.857,13082.6984178,111237.142825
5733.989,14.839,13082.6984178,111237.142825
5252.736,14.715,17171.9761677,103332.839201
5212.517,13.083,10621.5280875,107804.782104
5298.738,10.703,6299.92922202,42473.193894
5298.698,20.051,13046.9184328,415113.84126
5307.785,12.454,2903.26053879,72754.3703331
5236.855,16.273,9222.08666897,211837.271552
5905.992,17.828,6824.06111139,175462.700244
5257.644,16.076,8492.79184111,200468.687996
5533.951,17.146,8047.66641518,189183.377235
6228.123,17.664,8047.66641518,189183.377235
5342.037,24.272,16988.1555503,265807.674376
4819.525,14.919,1579.93724828,146742.185646
5261.064,14.751,2009.020642,177881.39546
5350.111,10.728,4981.2056931,37372.4587355
5262.868,11.235,9038.36077157,48824.0092644
5289.904,20.297,7544.26208055,171540.027118
5246.968,12.453,8141.24953511,96829.0095262
5273.587,13.501,8137.06252046,124394.781011
5143.537,17.501,15024.1895415,368901.880479
5172.178,12.513,13635.8625907,126295.058306
5220.414,10.232,2152.5246843,36458.6681438
5526.764,15.011,6090.4785881,76204.4142989
5266.597,14.771,8105.48269667,80131.8063992
5112.254,15.294,6154.25370904,71282.7033178
5521.655,15.048,6090.7240261,76201.4235774
